idx,query,property_name,property_type,value,min,max,unit,shape
10496,high amperage arc ignition category at 0.9mm plc-2 specification for tc a60k4lp,high-current arc ignition (hai),ul_sub_property,plc 2,,,,exact value only
10496,high amperage arc ignition category at 0.9mm plc-2 specification for tc a60k4lp,minimum thickness (mm),ul_property,0.9,,,mm,exact value only
10502,lowest brittleness temperature,brittleness temperature,property,lowest,,,,exact value only
10505,need a grade with a high voltage arc resistivity to ignition-plc 3,arc resistance,ul_property,plc 3,,,,exact value only
10508,charpy: 112,charpy,property,112.0,100.8,123.20000000000002,,banded (value +/- band)
10511,flex18632,flexural modulus,property,18632.0,16768.8,20495.2,,banded (value +/- band)
10532,tape flexural strength - 1189 high density polyethylene to buy in gambia,flexural strength astm d 790 tape 0° (mpa),property,1189.0,1070.1,1307.9,,banded (value +/- band)
10536,"uv resistance, oil resistance, v0",flame rating,ul_sub_property,v-0,,,,exact value only
10536,"uv resistance, oil resistance, v0",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10538,izod - nc,izod notched impact strength,property,,,,,categorical / no number
10539,grade for baking trays with comparative tracking of 583v,comparative tracking index (cti),ul_property,583.0,524.7,641.3,v,banded (value +/- band)
10565,stp grade with a relative thermal index ele 60°c,relative thermal index - electrical (rti elec) (°c),ul_sub_property,60.0,54.0,66.0,°c,banded (value +/- band)
10565,stp grade with a relative thermal index ele 60°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10568,find a material that is medium melt mass-flow rate iso 1133 (g/10min) and unnotch izod,melt mass-flow rate iso 1133 (g/10min),property,medium,,,,exact value only
10568,find a material that is medium melt mass-flow rate iso 1133 (g/10min) and unnotch izod,izod impact strength,property,medium,,,,exact value only
10569,pom with highest density,density iso 1183 (kg/m³),property,highest,,,,exact value only
10573,talcoprene minimum mechanical resistance 689,tensile modulus,property,689.0,689.0,,,open lower (>= min)
10596,need a grade with a gwf index at 0.5 of 864 °c,glow wire flammability index,ul_sub_property,864.0,777.6,950.4,°c,banded (value +/- band)
10596,need a grade with a gwf index at 0.5 of 864 °c,minimum thickness (mm),ul_property,0.5,,,mm,exact value only
10599,need a grade with a dielectric strength = 10 in the vicinity of 15%,dielectric strength,ul_property,10.0,8.5,11.5,,banded (value +/- band)
10602,nb charpy,charpy,property,nb,,,,exact value only
10604,lcp with tensile strain at break > 4%,tensile strain at break,property,4.0,4.0,,%,open lower (>= min)
10609,nylon 6-10 dielectric dissipation 1mhz close to 120 pa 6-10,dissipation factor iec 62631-2-1 1mhz (e-4),property,120.0,108.0,132.0,,banded (value +/- band)
10612,ten imp str 761.0 in the range of 623-849,tensile impact strength,ul_property,761.0,623.0,849.0,,banded (value +/- band)
10614,pa temperature >= 300c,temperature,property,300.0,300.0,,c,open lower (>= min)
10615,v 1 3mm thickness,flame rating,ul_sub_property,v-1,,,,exact value only
10615,v 1 3mm thickness,minimum thickness (mm),ul_property,3.0,,,mm,exact value only
10617,minimum cti 256v dim change between 0.63 to 1.08%,comparative tracking index (cti),ul_property,256.0,256.0,,v,open lower (>= min)
10617,minimum cti 256v dim change between 0.63 to 1.08%,dimensional change,ul_property,0.63,0.63,1.08,%,banded (value +/- band)
10621,"material for a tailgate protective tube housing, mvr 15cm3 / 10, glass filled",melt volume-flow rate iso 1133 (cm³/10min),property,15.0,13.5,16.5,cm3 / 10,banded (value +/- band)
10625,gwit 500 degrees f and gwfi 300 deg c,glow wire ignition temperature,ul_sub_property,500.0,450.0,550.0,degrees f,banded (value +/- band)
10625,gwit 500 degrees f and gwfi 300 deg c,glow wire flammability index,ul_sub_property,300.0,270.0,330.0,deg c,banded (value +/- band)
10625,gwit 500 degrees f and gwfi 300 deg c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10644,vicatsofteningtemperature=102°c good lasermarkable gf 18 and mineral 17% tear strength (lowest),vicat softening temperature,property,102.0,91.8,112.2,°c,banded (value +/- band)
10644,vicatsofteningtemperature=102°c good lasermarkable gf 18 and mineral 17% tear strength (lowest),tear strength iso 34-1 normal (kn/m),property,lowest,,,,exact value only
10650,relative permittivity at 1mhz = 5.38 around 20% margin pom,relative permittivity iec 62631-2-1 1mhz,property,5.38,4.3,6.46,,banded (value +/- band)
10657,comparative tracking (plc4) hvtr of plc0,comparative tracking index (cti),ul_property,plc 4,,,,exact value only
10657,comparative tracking (plc4) hvtr of plc0,high voltage arc tracking rate (hvtr),ul_property,plc 0,,,,exact value only
10659,relative thermal index - electrical (rti elec) of approximately 115°c cross-link,relative thermal index - electrical (rti elec) (°c),ul_sub_property,115.0,103.5,126.5,°c,banded (value +/- band)
10659,relative thermal index - electrical (rti elec) of approximately 115°c cross-link,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10666,tpv shore a 80 uv resistant,shore a hardness iso 48-4 / iso 868 15s,property,80.0,72.0,88.0,,banded (value +/- band)
10672,organic fiber carbon powder 42 with range 18 shock resistance thermal conductivity iso 22007 2 flow w m k =average average molecular weight margolies' equation (g/mol) (3.96e+06 g/mol),average molecular weight margolies' equation (g/mol),property,3.96e+06,3.56e+06,4.35e+06,g/mol,banded (value +/- band)
10672,organic fiber carbon powder 42 with range 18 shock resistance thermal conductivity iso 22007 2 flow w m k =average average molecular weight margolies' equation (g/mol) (3.96e+06 g/mol),thermal conductivity iso 22007-2 flow (w/(m k)),property,average,,,,exact value only
10681,strong mp or mfi or excellent shore d and ball indentation hardness,melting temperature iso 11357-1/-3 10°c/min (°c),property,strong,,,,exact value only
10681,strong mp or mfi or excellent shore d and ball indentation hardness,melt mass-flow rate iso 1133 (g/10min),property,strong,,,,exact value only
10681,strong mp or mfi or excellent shore d and ball indentation hardness,shore d hardness iso 48-4 / iso 868 15s,property,excellent,,,,exact value only
10681,strong mp or mfi or excellent shore d and ball indentation hardness,ball indentation hardness iso 2039-1 h 358/30 (mpa),property,excellent,,,,exact value only
10688,need to find grades with a tensile modulus of 3000 mp,tensile modulus,property,3000.0,2700.0,3300.0,mp,banded (value +/- band)
10690,tm extends from 1700mpa to 2500mpa,tensile modulus,property,1700.0,1700.0,2500.0,mpa,banded (value +/- band)
10694,yellow card grade,minimum thickness (mm),ul_property,,,,,categorical / no number
10694,yellow card grade,flame rating,ul_sub_property,,,,,categorical / no number
10698,pp suitable for paint tip dispenser with flame rating of 5va and suitable for fluorescent paints,flame rating,ul_sub_property,5va,,,,exact value only
10698,pp suitable for paint tip dispenser with flame rating of 5va and suitable for fluorescent paints,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10702,i need very soft elastomer,shore a hardness iso 48-4 / iso 868 15s,property,low,,,,exact value only
10709,looking for a polypropylene metal aramid fiber filler load >62 with mfi =180.92,melt mass-flow rate iso 1133 (g/10min),property,180.92,162.83,199.01,,banded (value +/- band)
10721,i need elastomer aroung 90 sh a?,shore a hardness iso 48-4 / iso 868 15s,property,90.0,81.0,99.0,,banded (value +/- band)
10736,"pa 6,6 mucell grade that is glow-wire flammability index minimum 534 °c",glow wire flammability index,ul_sub_property,534.0,534.0,,°c,open lower (>= min)
10736,"pa 6,6 mucell grade that is glow-wire flammability index minimum 534 °c",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10739,impact strength notch nobreak,charpy notched impact strength,property,nb,,,,exact value only
10741,"heat resistance, hmwpe, with average dimensional precision and continuous use temperature",molding shrinkage,property,average,,,,exact value only
10741,"heat resistance, hmwpe, with average dimensional precision and continuous use temperature",continuous service temperature iec 60216-1 (°c),property,average,,,,exact value only
10743,rigidity: 10227 mpa,flexural modulus,property,10227.0,9204.3,11249.7,mpa,banded (value +/- band)
10756,rohs and eu - 863 compliant,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
10761,deflection temperature 8.0mpa =255°c of -/+20% range lcpa,temperature of deflection under load iso 75-1/-2 8 mpa (°c),property,255.0,204.0,306.0,°c,banded (value +/- band)
10765,tm = 300c,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,270.0,330.0,c,banded (value +/- band)
10771,25% reinforced plastic with glass fiber content and laser markability and a v0 rating,flame rating,ul_sub_property,v-0,,,,exact value only
10771,25% reinforced plastic with glass fiber content and laser markability and a v0 rating,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10775,minimum of relative thermal index - mechanical strength (rti str) 81°c,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,81.0,81.0,,°c,open lower (>= min)
10775,minimum of relative thermal index - mechanical strength (rti str) 81°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10779,materials that have hcai at 0.7mm of plc-2,high-current arc ignition (hai),ul_sub_property,plc 2,,,,exact value only
10779,materials that have hcai at 0.7mm of plc-2,minimum thickness (mm),ul_property,0.7,,,mm,exact value only
10782,"low melting temp, high density",melting temperature iso 11357-1/-3 10°c/min (°c),property,low,,,,exact value only
10782,"low melting temp, high density",density iso 1183 (kg/m³),property,high,,,,exact value only
10783,charpy (nobreak),charpy,property,nb,,,,exact value only
10788,charpy: 112,charpy,property,112.0,100.8,123.20000000000002,,banded (value +/- band)
10791,customer needs a material with tensile modulus over 3000mpa,tensile modulus,property,3000.0,3000.0,,mpa,open lower (>= min)
10799,high-current arc ignition (hai) plc 3 (15 - 29),high-current arc ignition (hai),ul_sub_property,plc 3 (15 - 29),,,,exact value only
10799,high-current arc ignition (hai) plc 3 (15 - 29),minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10801,"pa 1010 service temperature short term = 139 polyamide 6,12",continuous service temperature iec 60216-1 (°c),property,139.0,125.1,152.9,,banded (value +/- band)
10802,need a grade with a flame class rating @ 1.3 v 1,flame rating,ul_sub_property,v-1,,,,exact value only
10802,need a grade with a flame class rating @ 1.3 v 1,minimum thickness (mm),ul_property,1.3,,,mm,exact value only
10809,looking for a pa6t 41 ss and 19 carbon fiber with mvr197.77,melt volume-flow rate iso 1133 (cm³/10min),property,197.77,177.99,217.55,,banded (value +/- band)
10819,relative thermal index impact less than 112°c,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,112.0,,112.0,°c,open upper (<= max)
10819,relative thermal index impact less than 112°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10827,considering a pc/pbt with flame rating ul 94 at 0.28 mm for back cover for automotive & transportation,flame rating,ul_sub_property,,,,,categorical / no number
10827,considering a pc/pbt with flame rating ul 94 at 0.28 mm for back cover for automotive & transportation,minimum thickness (mm),ul_property,0.28,,,mm,exact value only
10832,glow-wire ignition temperature of 628 from 508 - 866,glow wire ignition temperature,ul_sub_property,628.0,508.0,866.0,,banded (value +/- band)
10832,glow-wire ignition temperature of 628 from 508 - 866,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10833,"strong puncture energy and charpy notched, stress at 50% deformation 28, heat stable, md 58 to 72",tensile stress at 50% strain iso 527-1/-2 (mpa),property,28.0,25.2,30.8,,banded (value +/- band)
10833,"strong puncture energy and charpy notched, stress at 50% deformation 28, heat stable, md 58 to 72",puncture energy,property,strong,,,,exact value only
10833,"strong puncture energy and charpy notched, stress at 50% deformation 28, heat stable, md 58 to 72",charpy notched impact strength,property,strong,,,,exact value only
10850,santoprene resistance to chemicals with a tear strength of 64 and brittleness temp of -52,tear strength iso 34-1 normal (kn/m),property,64.0,57.6,70.4,,banded (value +/- band)
10850,santoprene resistance to chemicals with a tear strength of 64 and brittleness temp of -52,brittleness temperature,property,-52.0,-46.8,-57.2,,banded (value +/- band)
10865,pps material with a tensile mod of 15000mpa + - 10% and a high voltage tracking rate = 100mm/min,tensile modulus,property,15000.0,13500.0,16500.0,mpa,banded (value +/- band)
10865,pps material with a tensile mod of 15000mpa + - 10% and a high voltage tracking rate = 100mm/min,high voltage arc tracking rate (hvtr),ul_property,100.0,90.0,110.0,mm/min,banded (value +/- band)
10866,looking for a ppa or blend with a minimum melt temperature of >= 300c,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,300.0,,c,open lower (>= min)
10872,glass transition of range > 150 °c,glass transition temperature iso 11357-1/-3 10°c/min (°c),property,150.0,150.0,,°c,open lower (>= min)
10875,nb impact notched,notched impact strength,property,nb,,,,exact value only
10895,sr = 1.33e+16 mv: 134.66,surface resistivity iec 62631-3-2 (ohm),property,1.33e+16,1.20e+16,1.47e+16,,banded (value +/- band)
10895,sr = 1.33e+16 mv: 134.66,melt volume-flow rate iso 1133 (cm³/10min),property,134.66,121.19,148.13,,banded (value +/- band)
10899,"pa 612 relative permittivity iec 62631-2-1 60hz - highest, medhc",relative permittivity iec 62631-2-1 60hz,property,highest,,,,exact value only
10909,"which fortron grade can be used, for an auto camera base application, having a tensile modulus = 21500 mpa and shrinkage in the range of 0.3 - 0.5 %",tensile modulus,property,21500.0,19350.0,23650.0,mpa,banded (value +/- band)
