idx,query,n_chars,n_words,n_entities_populated,entities_populated,GRADE,APPLICATION,BRAND,POLYMER,PROPERTY,FILLER,FEATURE,PROCESSING,DELIVERY_FORM,COMPETITOR_GRADE,AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT,INDUSTRY,REGION,prop_count,filler_names,filler_total_load,prop1_name,prop1_type,prop1_value,prop1_min,prop1_max,prop1_unit
10694,yellow card grade,17,3,1,PROPERTY,,,,,"[{""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}, {""property_name"": ""flame rating"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}]",,,,,,,,,,,,2,,,minimum thickness (mm),ul_property,,,,
10695,offset delrin 500,17,3,1,COMPETITOR_GRADE,,,,,,,,,,delrin 500,,,,,,,0,,,,,,,,
10696,dbl5403pa66gf20,15,1,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""mercedes-benz"", ""certs"": [""dbl5403pa66gf20""]}]",,,,,,0,,,,,,,,
10697,"louver for truck, polyoxymethylene, mpact resistance",52,6,4,"APPLICATION,POLYMER,FEATURE,INDUSTRY",,louver for truck,,pom,,,high impact or impact modified,,,,,,,,automotive & transportation,,0,,,,,,,,
10698,pp suitable for paint tip dispenser with flame rating of 5va and suitable for fluorescent paints,96,16,4,"APPLICATION,POLYMER,PROPERTY,INDUSTRY",,paint tip dispenser | fluorescent paints,,pp,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": ""5va"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,industrial,,2,,,flame rating,ul_sub_property,5va,,,
10699,baden-württemberg,17,1,1,REGION,,,,,,,,,,,,,,,,europe middle east africa,0,,,,,,,,
10700,find pp material with thermal resistant short,45,7,2,"POLYMER,FEATURE",,,,pp,,,increased thermal conductivity,,,,,,,,,,0,,,,,,,,
10701,german,6,1,1,REGION,,,,,,,,,,,,,,,,europe middle east africa,0,,,,,,,,
10702,i need very soft elastomer,26,5,2,"POLYMER,PROPERTY",,,,tpe,"[{""property_name"": ""shore a hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""low"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,shore a hardness iso 48-4 / iso 868 15s,property,low,,,
10703,sarlink 4755b42,15,2,1,COMPETITOR_GRADE,,,,,,,,,,sarlink 4755b42,,,,,,,0,,,,,,,,
10704,li auto and shear,17,4,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""li auto"", ""certs"": [""all""]}]",,,,,,0,,,,,,,,
10705,alternative for dic-pps fzl-4033,32,4,1,COMPETITOR_GRADE,,,,,,,,,,dic-pps fzl-4033,,,,,,,0,,,,,,,,
10706,4pet 9l22120 huv offset,23,4,1,COMPETITOR_GRADE,,,,,,,,,,4pet 9l22120 huv,,,,,,,0,,,,,,,,
10707,cx 2408mt gf20,14,3,1,GRADE,cx 2408mt gf20,,,,,,,,,,,,,,,,0,,,,,,,,
10708,offset to stanyl hfx63s,23,4,1,COMPETITOR_GRADE,,,,,,,,,,stanyl hfx63s,,,,,,,0,,,,,,,,
10709,looking for a polypropylene metal aramid fiber filler load >62 with mfi =180.92,79,13,3,"POLYMER,PROPERTY,FILLER",,,,pp,"[{""property_name"": ""melt mass-flow rate iso 1133 (g/10min)"", ""modifier"": {""value"": ""180.92"", ""min"": ""162.83"", ""max"": ""199.01"", ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""metal"", ""aramid fiber""]}, {""total_load"": {""value"": ""62"", ""min"": ""62"", ""max"": null}}]",,,,,,,,,,,1,metal | aramid fiber,62,melt mass-flow rate iso 1133 (g/10min),property,180.92,162.83,199.01,
10710,"cnl, ve, ps",11,3,2,"BRAND,POLYMER",,,celanyl | vectra,ps,,,,,,,,,,,,,0,,,,,,,,
10711,"nsf 61, ktw bwgl at 60 degree celsius, r23 - hl2, slclbg2016018 certifications",78,13,4,"AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT",,,,,,,,,,,"[{""oem"": ""dongfeng motor"", ""certs"": [""slclbg2016018""]}]","[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl2""], ""req_set"": [""r23""]}]","[{""standard"": ""ktw bwgl"", ""temp"": [""60""]}]",nsf 61,,,0,,,,,,,,
10712,offset for slovamid6 gf 15 ts,29,6,1,COMPETITOR_GRADE,,,,,,,,,,slovamid6 gf 15 ts,,,,,,,0,,,,,,,,
10713,"automotive camera bases, omnipro, castable",42,5,4,"APPLICATION,BRAND,PROCESSING,INDUSTRY",,automotive camera bases,omnipro,,,,,casting,,,,,,,automotive & transportation,,0,,,,,,,,
10714,lupox hi1002f,13,2,1,COMPETITOR_GRADE,,,,,,,,,,lupox hi1002f,,,,,,,0,,,,,,,,
10715,moplen rp398v,13,2,1,COMPETITOR_GRADE,,,,,,,,,,moplen rp398v,,,,,,,0,,,,,,,,
10716,zenite 650 grade,16,3,1,GRADE,zenite 650,,,,,,,,,,,,,,,,0,,,,,,,,
10717,"uv stabilise, fr grade for new york city",40,8,2,"FEATURE,REGION",,,,,,,u.v. stabilized or stable to weather | flame retardant,,,,,,,,,americas,0,,,,,,,,
10718,kepital fg2025k lof,19,3,1,GRADE,kepital fg2025k lof,,,,,,,,,,,,,,,,0,,,,,,,,
10719,alternative to kebater pbt b400 black 9091,42,7,1,COMPETITOR_GRADE,,,,,,,,,,kebater pbt b400 black 9091,,,,,,,0,,,,,,,,
10720,technyl a 218 v30,17,4,1,COMPETITOR_GRADE,,,,,,,,,,technyl a 218 v30,,,,,,,0,,,,,,,,
10721,i need elastomer aroung 90 sh a?,32,7,2,"POLYMER,PROPERTY",,,,tpe,"[{""property_name"": ""shore a hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""90.0"", ""min"": ""81.0"", ""max"": ""99.0"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,shore a hardness iso 48-4 / iso 868 15s,property,90.0,81.0,99.0,
10722,celconmr270b grade,18,2,1,GRADE,celconmr270b,,,,,,,,,,,,,,,,0,,,,,,,,
10723,sarlink x4750b42,16,2,1,COMPETITOR_GRADE,,,,,,,,,,sarlink x4750b42,,,,,,,0,,,,,,,,
10724,crastin 6129 nc010 with excellent weather resistant,51,7,2,"GRADE,FEATURE",crastin 6129 nc010,,,,,,u.v. stabilized or stable to weather,,,,,,,,,,0,,,,,,,,
10725,pp tatic santa fe,17,4,3,"POLYMER,FEATURE,REGION",,,,pp,,,anti-static,,,,,,,,,americas,0,,,,,,,,
10726,medical & pharma - drug delivery devices and high heat,54,10,1,FEATURE,,,,,,,heat stabilized or stable to heat,,,,,,,,,,0,,,,,,,,
10727,latistat 73/13-06,17,2,1,COMPETITOR_GRADE,,,,,,,,,,latistat 73/13-06,,,,,,,0,,,,,,,,
10728,"pip, matched die molding, multi injection mouldable",51,7,2,"BRAND,PROCESSING",,,pipelon,,,,,compression molding | multi injection molding,,,,,,,,,0,,,,,,,,
10729,paraguay,8,1,1,REGION,,,,,,,,,,,,,,,,americas,0,,,,,,,,
10730,"protective housing for tailgate, impet",38,5,3,"APPLICATION,BRAND,INDUSTRY",,protective housing for tailgate,impet,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
10731,glamide t-403,13,2,1,COMPETITOR_GRADE,,,,,,,,,,glamide t-403,,,,,,,0,,,,,,,,
10732,alternative to pebax 5533 sa 01,31,6,1,COMPETITOR_GRADE,,,,,,,,,,pebax 5533 sa 01,,,,,,,0,,,,,,,,
10733,jss-370n,8,1,1,COMPETITOR_GRADE,,,,,,,,,,jss-370n,,,,,,,0,,,,,,,,
10734,kepital f20-33,14,2,1,GRADE,kepital f20-33,,,,,,,,,,,,,,,,0,,,,,,,,
10735,akromid t5 gf 20 8 black (6456),31,7,1,COMPETITOR_GRADE,,,,,,,,,,akromid t5 gf 20 8 black (6456),,,,,,,0,,,,,,,,
10736,"pa 6,6 mucell grade that is glow-wire flammability index minimum 534 °c",71,12,3,"POLYMER,PROPERTY,PROCESSING",,,,pa66,"[{""property_name"": ""glow wire flammability index"", ""modifier"": {""value"": ""534.0"", ""min"": ""534.0"", ""max"": null, ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,foam processing,,,,,,,,,2,,,glow wire flammability index,ul_sub_property,534.0,534.0,,°c
10737,fo 2330a4 material,18,3,1,GRADE,fo 2330a4,,,,,,,,,,,,,,,,0,,,,,,,,
10738,trimid n66000tl offset,22,3,1,COMPETITOR_GRADE,,,,,,,,,,trimid n66000tl,,,,,,,0,,,,,,,,
10739,impact strength notch nobreak,29,4,1,PROPERTY,,,,,"[{""property_name"": ""charpy notched impact strength"", ""modifier"": {""value"": ""nb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,charpy notched impact strength,property,nb,,,
10740,zytel htn 42,12,3,1,GRADE,zytel htn 42,,,,,,,,,,,,,,,,0,,,,,,,,
10741,"heat resistance, hmwpe, with average dimensional precision and continuous use temperature",89,11,3,"POLYMER,PROPERTY,FEATURE",,,,pe-hmw,"[{""property_name"": ""molding shrinkage"", ""modifier"": {""value"": ""average"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""continuous service temperature iec 60216-1 (°c)"", ""modifier"": {""value"": ""average"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,heat stabilized or stable to heat,,,,,,,,,,2,,,molding shrinkage,property,average,,,
10742,offset for badamid a70 gf35 e wl,32,7,1,COMPETITOR_GRADE,,,,,,,,,,badamid a70 gf35 e wl,,,,,,,0,,,,,,,,
10743,rigidity: 10227 mpa,19,3,1,PROPERTY,,,,,"[{""property_name"": ""flexural modulus"", ""modifier"": {""value"": ""10227.0"", ""min"": ""9204.3"", ""max"": ""11249.7"", ""unit"": ""mpa""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,flexural modulus,property,10227.0,9204.3,11249.7,mpa
10744,medical zytel grade,19,3,2,"BRAND,FEATURE",,,zytel,,,,medical/healthcare,,,,,,,,,,0,,,,,,,,
10745,cylinder head cover,19,3,2,"APPLICATION,INDUSTRY",,cylinder head cover,,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
10746,alternative for slovamid66frc2,30,3,1,COMPETITOR_GRADE,,,,,,,,,,slovamid66frc2,,,,,,,0,,,,,,,,
10747,santoprene 201-73w222,21,2,1,GRADE,santoprene 201-73w222,,,,,,,,,,,,,,,,0,,,,,,,,
10748,"guide plate for seat length adjuster, nylon 610, nylon 6t,xt",60,10,3,"APPLICATION,POLYMER,INDUSTRY",,guide plate for seat length adjuster,,pa610 | pa6t/xt,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
10749,impet 830r,10,2,1,GRADE,impet 830r,,,,,,,,,,,,,,,,0,,,,,,,,
10750,i want a europe ultra high molecular weight polyethylene grade with impact resistant,84,13,3,"POLYMER,FEATURE,REGION",,,,pe-uhmw,,,high impact or impact modified,,,,,,,,,europe middle east africa,0,,,,,,,,
10751,ultraform n2640 z6 at,21,4,1,COMPETITOR_GRADE,,,,,,,,,,ultraform n2640 z6 at,,,,,,,0,,,,,,,,
10752,kalix 5950 bk 000 hffr offset,29,6,1,COMPETITOR_GRADE,,,,,,,,,,kalix 5950 bk 000 hffr,,,,,,,0,,,,,,,,
10753,alternative to delrin 100km nc000,33,5,1,COMPETITOR_GRADE,,,,,,,,,,delrin 100km nc000,,,,,,,0,,,,,,,,
10754,"keploy, r22 - hl2",17,4,2,"BRAND,RAILWAY_CERT",,,keploy,,,,,,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl2""], ""req_set"": [""r22""]}]",,,,,0,,,,,,,,
10755,nylem 66 im offset,18,4,1,COMPETITOR_GRADE,,,,,,,,,,nylem 66 im,,,,,,,0,,,,,,,,
10756,rohs and eu - 863 compliant,27,6,1,PROPERTY,,,,,"[{""property_name"": ""rohs 2011/65/eu material"", ""modifier"": {""value"": ""+863 compliant"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,1,,,rohs 2011/65/eu material,ul_property,+863 compliant,,,
10757,material for busbars in inverters,33,5,1,APPLICATION,,busbars in inverters,,,,,,,,,,,,,,,0,,,,,,,,
10758,materials comparable to a3gf30v0,32,4,1,GRADE,a3gf30v0,,,,,,,,,,,,,,,,0,,,,,,,,
10759,hyt htr8280 blow moldable,25,4,2,"GRADE,PROCESSING",hyt htr8280,,,,,,,blow molding,,,,,,,,,0,,,,,,,,
10760,additives and pa6-10,20,3,1,POLYMER,,,,pa610,,,,,,,,,,,,,0,,,,,,,,
10761,deflection temperature 8.0mpa =255°c of -/+20% range lcpa,57,8,2,"POLYMER,PROPERTY",,,,lcpa,"[{""property_name"": ""temperature of deflection under load iso 75-1/-2 8 mpa (°c)"", ""modifier"": {""value"": ""255.0"", ""min"": ""204.0"", ""max"": ""306.0"", ""unit"": ""°c""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,temperature of deflection under load iso 75-1/-2 8 mpa (°c),property,255.0,204.0,306.0,°c
10762,looking for ryn re5339 nc010,28,5,1,GRADE,ryn re5339 nc010,,,,,,,,,,,,,,,,0,,,,,,,,
10763,i want an offset to badamid ba70 fr hf hh for kuwait,52,12,2,"COMPETITOR_GRADE,REGION",,,,,,,,,,badamid ba70 fr hf hh,,,,,,europe middle east africa,0,,,,,,,,
10764,cpn 4970 ms.50017 stellantis-chrysler,37,4,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn 4970 ms.50017""]}]",,,,,,0,,,,,,,,
10765,tm = 300c,9,3,1,PROPERTY,,,,,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""300.0"", ""min"": ""270.0"", ""max"": ""330.0"", ""unit"": ""c""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,270.0,330.0,c
10766,offset for laperos s478,23,4,1,COMPETITOR_GRADE,,,,,,,,,,laperos s478,,,,,,,0,,,,,,,,
10767,pps unreinforced grade,22,3,2,"POLYMER,FILLER",,,,pps,,"[{""filler_name"": [""unfilled""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,0,unfilled,,,,,,,
10768,cold water certified,20,3,1,WATER_CERT,,,,,,,,,,,,,"[{""standard"": ""all"", ""temp"": [""cold""]}]",,,,0,,,,,,,,
10769,alternative for rtp 1099 x 117578 d,35,7,1,COMPETITOR_GRADE,,,,,,,,,,rtp 1099 x 117578 d,,,,,,,0,,,,,,,,
10770,r22 - hl1 cnl,13,4,2,"BRAND,RAILWAY_CERT",,,celanyl,,,,,,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl1""], ""req_set"": [""r22""]}]",,,,,0,,,,,,,,
10771,25% reinforced plastic with glass fiber content and laser markability and a v0 rating,85,14,3,"PROPERTY,FILLER,FEATURE",,,,,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]","[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""25"", ""min"": ""20"", ""max"": ""30""}}]",laser markable,,,,,,,,,,2,glass fiber,25,flame rating,ul_sub_property,v-0,,,
10772,materials comparable to a218v30,31,4,1,COMPETITOR_GRADE,,,,,,,,,,a218v30,,,,,,,0,,,,,,,,
10773,hyt and micro-powder and pellet,31,5,2,"BRAND,DELIVERY_FORM",,,hytrel,,,,,,micropowder | pellets,,,,,,,,0,,,,,,,,
10774,gur 4014,8,2,1,GRADE,gur 4014,,,,,,,,,,,,,,,,0,,,,,,,,
10775,minimum of relative thermal index - mechanical strength (rti str) 81°c,70,11,1,PROPERTY,,,,,"[{""property_name"": ""relative thermal index - mechanical strength (rti str) (°c)"", ""modifier"": {""value"": ""81.0"", ""min"": ""81.0"", ""max"": null, ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,81.0,81.0,,°c
10776,pentamid ahs gv50 h2 black offset,33,6,1,COMPETITOR_GRADE,,,,,,,,,,pentamid ahs gv50 h2 black,,,,,,,0,,,,,,,,
10777,non filler silicon oil concentrate thermoplastic vulcanizates,61,7,3,"POLYMER,FILLER,FEATURE",,,,tpv,,"[{""filler_name"": [""unfilled""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",low wear / low friction,,,,,,,,,,0,unfilled,,,,,,,
10778,low-e and shear of 453.9/mpa,28,5,1,FEATURE,,,,,,,low emissions,,,,,,,,,,0,,,,,,,,
10779,materials that have hcai at 0.7mm of plc-2,42,8,1,PROPERTY,,,,,"[{""property_name"": ""high-current arc ignition (hai)"", ""modifier"": {""value"": ""plc 2"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.7"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,high-current arc ignition (hai),ul_sub_property,plc 2,,,
10780,looking for thermxte4004,24,3,1,GRADE,thermxte4004,,,,,,,,,,,,,,,,0,,,,,,,,
10781,lx nanotubes,12,2,1,FEATURE,,,,,,,specialty appearance,,,,,,,,,,0,,,,,,,,
10782,"low melting temp, high density",30,5,1,PROPERTY,,,,,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""low"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""density iso 1183 (kg/m³)"", ""modifier"": {""value"": ""high"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,2,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,low,,,
10783,charpy (nobreak),16,2,1,PROPERTY,,,,,"[{""property_name"": ""charpy"", ""modifier"": {""value"": ""nb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,charpy,property,nb,,,
10784,dbl540621pa66gf30,17,1,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""mercedes-benz"", ""certs"": [""dbl540621pa66gf30""]}]",,,,,,0,,,,,,,,
10785,aramid reinforced 41 + natural organic fiber 45 e140692,55,9,1,FILLER,,,,,,"[{""filler_name"": [""aramid fiber"", ""natural organic fiber""]}, {""total_load"": {""value"": ""86"", ""min"": ""81"", ""max"": ""91""}}]",,,,,,,,,,,0,aramid fiber | natural organic fiber,86,,,,,,
10786,looking for ve e820i,20,4,1,GRADE,ve e820i,,,,,,,,,,,,,,,,0,,,,,,,,
10787,alternative to pentamid b s gv60 h,34,7,1,COMPETITOR_GRADE,,,,,,,,,,pentamid b s gv60 h,,,,,,,0,,,,,,,,
10788,charpy: 112,11,2,1,PROPERTY,,,,,"[{""property_name"": ""charpy"", ""modifier"": {""value"": ""112.0"", ""min"": ""100.8"", ""max"": ""123.20000000000002"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,charpy,property,112.0,100.8,123.20000000000002,
10789,domamid 66g20,13,2,1,COMPETITOR_GRADE,,,,,,,,,,domamid 66g20,,,,,,,0,,,,,,,,
10790,polyfort pp 2175hu toyota,25,4,1,COMPETITOR_GRADE,,,,,,,,,,polyfort pp 2175hu toyota,,,,,,,0,,,,,,,,
10791,customer needs a material with tensile modulus over 3000mpa,59,9,1,PROPERTY,,,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""3000.0"", ""min"": ""3000.0"", ""max"": null, ""unit"": ""mpa""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile modulus,property,3000.0,3000.0,,mpa
10792,schulamid 66 gbf 3020,21,4,1,COMPETITOR_GRADE,,,,,,,,,,schulamid 66 gbf 3020,,,,,,,0,,,,,,,,
10793,ultradur b 6550 ln fc,21,5,1,COMPETITOR_GRADE,,,,,,,,,,ultradur b 6550 ln fc,,,,,,,0,,,,,,,,
10794,acs 60°c polymeric coating,26,4,2,"PROCESSING,WATER_CERT",,,,,,,,coatable,,,,,"[{""standard"": ""acs"", ""temp"": [""60""]}]",,,,0,,,,,,,,
10795,akromid a3 gf 25 fr natural (7649),34,7,1,COMPETITOR_GRADE,,,,,,,,,,akromid a3 gf 25 fr natural (7649),,,,,,,0,,,,,,,,
10796,rtp 800 ar 5 tfe 10 si 3,24,8,1,COMPETITOR_GRADE,,,,,,,,,,rtp 800 ar 5 tfe 10 si 3,,,,,,,0,,,,,,,,
10797,lnp thermotuf compound wf009n,29,4,1,COMPETITOR_GRADE,,,,,,,,,,lnp thermotuf compound wf009n,,,,,,,0,,,,,,,,
10798,polyamide 6 crosslink,21,3,1,POLYMER,,,,pa6,,,,,,,,,,,,,0,,,,,,,,
10799,high-current arc ignition (hai) plc 3 (15 - 29),47,9,1,PROPERTY,,,,,"[{""property_name"": ""high-current arc ignition (hai)"", ""modifier"": {""value"": ""plc 3 (15 - 29)"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,high-current arc ignition (hai),ul_sub_property,plc 3 (15 - 29),,,
10800,ferro nylon rny20ma,19,3,1,COMPETITOR_GRADE,,,,,,,,,,ferro nylon rny20ma,,,,,,,0,,,,,,,,
10801,"pa 1010 service temperature short term = 139 polyamide 6,12",59,10,2,"POLYMER,PROPERTY",,,,pa1010 | pa612,"[{""property_name"": ""continuous service temperature iec 60216-1 (°c)"", ""modifier"": {""value"": ""139.0"", ""min"": ""125.1"", ""max"": ""152.9"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,continuous service temperature iec 60216-1 (°c),property,139.0,125.1,152.9,
10802,need a grade with a flame class rating @ 1.3 v 1,48,12,1,PROPERTY,,,,,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-1"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""1.3"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,flame rating,ul_sub_property,v-1,,,
10803,46% ld-pe,9,2,2,"POLYMER,FILLER",,,,pe-ld,,"[{""total_load"": {""value"": ""46"", ""min"": ""41"", ""max"": ""51""}}]",,,,,,,,,,,0,,46,,,,,,
10804,esd 1383,8,2,1,COMPETITOR_GRADE,,,,,,,,,,esd 1383,,,,,,,0,,,,,,,,
10805,alternative for staramide p1000j5,33,4,1,COMPETITOR_GRADE,,,,,,,,,,staramide p1000j5,,,,,,,0,,,,,,,,
10806,jkx-1291 material,17,2,1,GRADE,jkx-1291,,,,,,,,,,,,,,,,0,,,,,,,,
10807,technylstar sx 218 v60,22,4,1,COMPETITOR_GRADE,,,,,,,,,,technylstar sx 218 v60,,,,,,,0,,,,,,,,
10808,durethan bkv15 000000 dus037,28,4,1,COMPETITOR_GRADE,,,,,,,,,,durethan bkv15 000000 dus037,,,,,,,0,,,,,,,,
10809,looking for a pa6t 41 ss and 19 carbon fiber with mvr197.77,59,12,3,"POLYMER,PROPERTY,FILLER",,,,pa6t,"[{""property_name"": ""melt volume-flow rate iso 1133 (cm³/10min)"", ""modifier"": {""value"": ""197.77"", ""min"": ""177.99"", ""max"": ""217.55"", ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""metal"", ""carbon fiber""]}, {""total_load"": {""value"": ""60"", ""min"": ""55"", ""max"": ""65""}}]",,,,,,,,,,,1,metal | carbon fiber,60,melt volume-flow rate iso 1133 (cm³/10min),property,197.77,177.99,217.55,
10810,cntx90plus,10,1,1,GRADE,cntx90plus,,,,,,,,,,,,,,,,0,,,,,,,,
10811,sm.51,5,1,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""nio"", ""certs"": [""sm.51""]}]",,,,,,0,,,,,,,,
10812,akromid b3 gf 60 natural (2476),31,6,1,COMPETITOR_GRADE,,,,,,,,,,akromid b3 gf 60 natural (2476),,,,,,,0,,,,,,,,
10813,"offset to eplamid 6 nc p a2,4",29,7,1,COMPETITOR_GRADE,,,,,,,,,,"eplamid 6 nc p a2,4",,,,,,,0,,,,,,,,
10814,grilon bm 16 natural,20,4,1,COMPETITOR_GRADE,,,,,,,,,,grilon bm 16 natural,,,,,,,0,,,,,,,,
10815,offset for altech pa66 a 1000/501 im,36,7,1,COMPETITOR_GRADE,,,,,,,,,,altech pa66 a 1000/501 im,,,,,,,0,,,,,,,,
10816,hifax tks 428p g22866,21,4,1,COMPETITOR_GRADE,,,,,,,,,,hifax tks 428p g22866,,,,,,,0,,,,,,,,
10817,offset to kocetal k100bk,24,4,1,COMPETITOR_GRADE,,,,,,,,,,kocetal k100bk,,,,,,,0,,,,,,,,
10818,polyfort fpp 1200x,18,3,1,COMPETITOR_GRADE,,,,,,,,,,polyfort fpp 1200x,,,,,,,0,,,,,,,,
10819,relative thermal index impact less than 112°c,45,7,1,PROPERTY,,,,,"[{""property_name"": ""relative thermal index - mechanical impact (rti imp) (°c)"", ""modifier"": {""value"": ""112.0"", ""min"": null, ""max"": ""112.0"", ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,112.0,,112.0,°c
